all_UFs	non-NCF RoF	non-RoF EUF	IEF	NCF	avg_sen	bias
00000000000011110000001101111111	False	True	False	False	1.5625	13
00000000000011110000001111111111	False	False	True	False	1.5	14
00000000000011110000010100001111	False	False	True	False	1.25	10
00000000000011110000010100011111	False	True	False	False	1.4375	11
00000000000011110000010100111111	False	True	False	False	1.5	12
00000000000011110000010101011111	False	False	True	False	1.5	12
00000000000011110000010101111111	False	True	False	False	1.5625	13
00000000000011110000010111111111	False	False	True	False	1.5	14
00000000000011110000011100001111	False	False	False	True	1.3125	11
00000000000011110000011100011111	False	True	False	False	1.5	12
00000000000011110000011100111111	False	True	False	False	1.5625	13
00000000000011110000011101011111	False	True	False	False	1.5625	13
00000000000011110000011101111111	False	True	False	False	1.625	14
00000000000011110000011111111111	False	True	False	False	1.5625	15
00000000000011110000111100001111	False	False	True	False	1.25	12
00000000000011110000111100011111	False	True	False	False	1.4375	13
00000000000011110000111100111111	False	False	True	False	1.5	14
00000000000011110000111101011111	False	False	True	False	1.5	14
00000000000011110000111101111111	False	True	False	False	1.5625	15
00000000000011110000111111111111	False	False	True	False	1.5	16
00000000000011110001000100011111	True	False	False	False	1.4375	11
00000000000011110001000100111111	False	True	False	False	1.5	12
00000000000011110001000101011111	False	True	False	False	1.5	12
00000000000011110001000101111111	False	True	False	False	1.5625	13
00000000000011110001000111111111	False	True	False	False	1.5	14
00000000000011110001001100011111	False	True	False	False	1.5	12
00000000000011110001001100111111	False	True	False	False	1.5625	13
00000000000011110001001101011111	False	True	False	False	1.5625	13
00000000000011110001001101111111	False	True	False	False	1.625	14
00000000000011110001001111111111	False	True	False	False	1.5625	15
00000000000011110001010100011111	False	True	False	False	1.5	12
00000000000011110001010100111111	False	True	False	False	1.5625	13
00000000000011110001010101011111	False	True	False	False	1.5625	13
00000000000011110001010101111111	False	True	False	False	1.625	14
00000000000011110001010111111111	False	True	False	False	1.5625	15
00000000000011110001011100011111	False	True	False	False	1.5625	13
00000000000011110001011100111111	False	True	False	False	1.625	14
00000000000011110001011101011111	False	True	False	False	1.625	14
00000000000011110001011101111111	False	True	False	False	1.6875	15
00000000000011110001011111111111	False	True	False	False	1.625	16
00000000000011110001111100011111	False	True	False	False	1.5	14
00000000000011110001111100111111	False	True	False	False	1.5625	15
00000000000011110001111101011111	False	True	False	False	1.5625	15
00000000000011110001111101111111	False	True	False	False	1.625	16
00000000000011110001111111111111	False	True	False	False	1.5625	17
00000000000011110011001100111111	False	False	True	False	1.5	14
00000000000011110011001101111111	False	True	False	False	1.5625	15
00000000000011110011001111111111	False	False	True	False	1.5	16
00000000000011110011011100111111	False	True	False	False	1.5625	15
00000000000011110011011101111111	False	True	False	False	1.625	16
00000000000011110011011111111111	False	True	False	False	1.5625	17
00000000000011110011111100111111	False	False	True	False	1.5	16
00000000000011110011111101111111	False	True	False	False	1.5625	17
00000000000011110011111111111111	False	False	True	False	1.5	18
00000000000011110101010101011111	False	False	True	False	1.5	14
00000000000011110101010101111111	False	True	False	False	1.5625	15
00000000000011110101010111111111	False	False	True	False	1.5	16
00000000000011110101011101011111	False	True	False	False	1.5625	15
00000000000011110101011101111111	False	True	False	False	1.625	16
00000000000011110101011111111111	False	True	False	False	1.5625	17
00000000000011110101111101011111	False	False	True	False	1.5	16
00000000000011110101111101111111	False	True	False	False	1.5625	17
00000000000011110101111111111111	False	False	True	False	1.5	18
00000000000011110111011101111111	True	False	False	False	1.5625	17
00000000000011110111011111111111	False	True	False	False	1.5	18
00000000000011110111111101111111	False	True	False	False	1.5	18
00000000000011110111111111111111	False	True	False	False	1.4375	19
00000000000011111111111111111111	False	False	True	False	1.25	20
00000000000100010000000000010001	False	False	True	False	0.75	4
00000000000100010000000000010011	False	False	False	True	0.9375	5
00000000000100010000000000010101	False	False	False	True	0.9375	5
00000000000100010000000000010111	False	True	False	False	1.125	6
00000000000100010000000000011111	True	False	False	False	1.1875	7
00000000000100010000000000110011	False	False	True	False	1.0	6
00000000000100010000000000110111	False	True	False	False	1.1875	7
00000000000100010000000000111111	False	True	False	False	1.25	8
00000000000100010000000001010101	False	False	True	False	1.0	6
00000000000100010000000001010111	False	True	False	False	1.1875	7
00000000000100010000000001011111	False	True	False	False	1.25	8
00000000000100010000000001110111	False	False	True	False	1.25	8
00000000000100010000000001111111	False	True	False	False	1.3125	9
00000000000100010000000011111111	False	False	True	False	1.25	10
00000000000100010000000100010001	False	False	False	True	0.9375	5
00000000000100010000000100010011	False	True	False	False	1.125	6
00000000000100010000000100010101	False	True	False	False	1.125	6
00000000000100010000000100010111	False	True	False	False	1.3125	7
00000000000100010000000100011111	False	True	False	False	1.375	8
00000000000100010000000100110011	False	True	False	False	1.1875	7
00000000000100010000000100110111	False	True	False	False	1.375	8
00000000000100010000000100111111	False	True	False	False	1.4375	9
00000000000100010000000101010101	False	True	False	False	1.1875	7
00000000000100010000000101010111	False	True	False	False	1.375	8
00000000000100010000000101011111	False	True	False	False	1.4375	9
00000000000100010000000101110111	False	True	False	False	1.4375	9
00000000000100010000000101111111	False	True	False	False	1.5	10
00000000000100010000000111111111	False	True	False	False	1.4375	11
00000000000100010000001100010011	True	False	False	False	1.1875	7
00000000000100010000001100010111	False	True	False	False	1.375	8
00000000000100010000001100011111	False	True	False	False	1.4375	9
00000000000100010000001100110011	False	True	False	False	1.25	8
00000000000100010000001100110111	False	True	False	False	1.4375	9
00000000000100010000001100111111	False	True	False	False	1.5	10
00000000000100010000001101010111	False	True	False	False	1.4375	9
00000000000100010000001101011111	False	True	False	False	1.5	10
00000000000100010000001101110111	False	True	False	False	1.5	10
00000000000100010000001101111111	False	True	False	False	1.5625	11
00000000000100010000001111111111	False	True	False	False	1.5	12
00000000000100010000010100010101	True	False	False	False	1.1875	7
00000000000100010000010100010111	False	True	False	False	1.375	8
00000000000100010000010100011111	False	True	False	False	1.4375	9
00000000000100010000010100110111	False	True	False	False	1.4375	9
00000000000100010000010100111111	False	True	False	False	1.5	10
00000000000100010000010101010101	False	True	False	False	1.25	8
00000000000100010000010101010111	False	True	False	False	1.4375	9
00000000000100010000010101011111	False	True	False	False	1.5	10
00000000000100010000010101110111	False	True	False	False	1.5	10
00000000000100010000010101111111	False	True	False	False	1.5625	11
00000000000100010000010111111111	False	True	False	False	1.5	12
00000000000100010000011100010111	False	True	False	False	1.4375	9
00000000000100010000011100011111	False	True	False	False	1.5	10
00000000000100010000011100110111	False	True	False	False	1.5	10
00000000000100010000011100111111	False	True	False	False	1.5625	11
00000000000100010000011101010111	False	True	False	False	1.5	10
00000000000100010000011101011111	False	True	False	False	1.5625	11
00000000000100010000011101110111	False	True	False	False	1.5625	11
00000000000100010000011101111111	False	True	False	False	1.625	12
00000000000100010000011111111111	False	True	False	False	1.5625	13
00000000000100010000111100011111	True	False	False	False	1.4375	11
00000000000100010000111100111111	False	True	False	False	1.5	12
00000000000100010000111101011111	False	True	False	False	1.5	12
00000000000100010000111101111111	False	True	False	False	1.5625	13
00000000000100010000111111111111	False	True	False	False	1.5	14
00000000000100010001000100010001	False	False	True	False	1.0	6
00000000000100010001000100010011	False	True	False	False	1.1875	7
00000000000100010001000100010101	False	True	False	False	1.1875	7
00000000000100010001000100010111	False	True	False	False	1.375	8
00000000000100010001000100011111	False	True	False	False	1.4375	9
00000000000100010001000100110011	False	False	True	False	1.25	8
00000000000100010001000100110111	False	True	False	False	1.4375	9
00000000000100010001000100111111	False	True	False	False	1.5	10
00000000000100010001000101010101	False	False	True	False	1.25	8
00000000000100010001000101010111	False	True	False	False	1.4375	9
00000000000100010001000101011111	False	True	False	False	1.5	10
00000000000100010001000101110111	False	False	True	False	1.5	10
00000000000100010001000101111111	False	True	False	False	1.5625	11
00000000000100010001000111111111	False	False	True	False	1.5	12
00000000000100010001001100010011	False	True	False	False	1.25	8
00000000000100010001001100010111	False	True	False	False	1.4375	9
00000000000100010001001100011111	False	True	False	False	1.5	10
00000000000100010001001100110011	False	True	False	False	1.3125	9
00000000000100010001001100110111	False	True	False	False	1.5	10
00000000000100010001001100111111	False	True	False	False	1.5625	11
00000000000100010001001101010111	False	True	False	False	1.5	10
00000000000100010001001101011111	False	True	False	False	1.5625	11
00000000000100010001001101110111	False	True	False	False	1.5625	11
00000000000100010001001101111111	False	True	False	False	1.625	12
00000000000100010001001111111111	False	True	False	False	1.5625	13
00000000000100010001010100010101	False	True	False	False	1.25	8
00000000000100010001010100010111	False	True	False	False	1.4375	9
00000000000100010001010100011111	False	True	False	False	1.5	10
00000000000100010001010100110111	False	True	False	False	1.5	10
00000000000100010001010100111111	False	True	False	False	1.5625	11
00000000000100010001010101010101	False	True	False	False	1.3125	9
00000000000100010001010101010111	False	True	False	False	1.5	10
00000000000100010001010101011111	False	True	False	False	1.5625	11
00000000000100010001010101110111	False	True	False	False	1.5625	11
00000000000100010001010101111111	False	True	False	False	1.625	12
00000000000100010001010111111111	False	True	False	False	1.5625	13
00000000000100010001011100010111	False	True	False	False	1.5	10
00000000000100010001011100011111	False	True	False	False	1.5625	11
00000000000100010001011100110111	False	True	False	False	1.5625	11
00000000000100010001011100111111	False	True	False	False	1.625	12
00000000000100010001011101010111	False	True	False	False	1.5625	11
00000000000100010001011101011111	False	True	False	False	1.625	12
00000000000100010001011101110111	False	True	False	False	1.625	12
00000000000100010001011101111111	False	True	False	False	1.6875	13
00000000000100010001011111111111	False	True	False	False	1.625	14
00000000000100010001111100011111	False	True	False	False	1.5	12
00000000000100010001111100111111	False	True	False	False	1.5625	13
00000000000100010001111101011111	False	True	False	False	1.5625	13
00000000000100010001111101111111	False	True	False	False	1.625	14
00000000000100010001111111111111	False	True	False	False	1.5625	15
00000000000100010011001100110011	False	False	True	False	1.25	10
00000000000100010011001100110111	False	True	False	False	1.4375	11
00000000000100010011001100111111	False	True	False	False	1.5	12
00000000000100010011001101110111	False	False	True	False	1.5	12
00000000000100010011001101111111	False	True	False	False	1.5625	13
00000000000100010011001111111111	False	False	True	False	1.5	14
00000000000100010011011100110111	False	True	False	False	1.5	12
00000000000100010011011100111111	False	True	False	False	1.5625	13
00000000000100010011011101110111	False	True	False	False	1.5625	13
00000000000100010011011101111111	False	True	False	False	1.625	14
00000000000100010011011111111111	False	True	False	False	1.5625	15
00000000000100010011111100111111	False	True	False	False	1.5	14
00000000000100010011111101111111	False	True	False	False	1.5625	15
00000000000100010011111111111111	False	True	False	False	1.5	16
00000000000100010101010101010101	False	False	True	False	1.25	10
00000000000100010101010101010111	False	True	False	False	1.4375	11
00000000000100010101010101011111	False	True	False	False	1.5	12
00000000000100010101010101110111	False	False	True	False	1.5	12
00000000000100010101010101111111	False	True	False	False	1.5625	13
00000000000100010101010111111111	False	False	True	False	1.5	14
00000000000100010101011101010111	False	True	False	False	1.5	12
00000000000100010101011101011111	False	True	False	False	1.5625	13
00000000000100010101011101110111	False	True	False	False	1.5625	13
00000000000100010101011101111111	False	True	False	False	1.625	14
00000000000100010101011111111111	False	True	False	False	1.5625	15
00000000000100010101111101011111	False	True	False	False	1.5	14
00000000000100010101111101111111	False	True	False	False	1.5625	15
00000000000100010101111111111111	False	True	False	False	1.5	16
00000000000100010111011101110111	False	False	True	False	1.5	14
00000000000100010111011101111111	False	True	False	False	1.5625	15
00000000000100010111011111111111	False	False	True	False	1.5	16
00000000000100010111111101111111	False	True	False	False	1.5	16
00000000000100010111111111111111	False	True	False	False	1.4375	17
00000000000100011111111111111111	False	False	True	False	1.25	18
00000000000100110000000000010011	False	False	True	False	1.0	6
00000000000100110000000000010111	False	True	False	False	1.1875	7
00000000000100110000000000011111	False	True	False	False	1.25	8
00000000000100110000000000110011	False	False	False	True	1.0625	7
00000000000100110000000000110111	False	True	False	False	1.25	8
00000000000100110000000000111111	False	True	False	False	1.3125	9
00000000000100110000000001010111	False	True	False	False	1.25	8
00000000000100110000000001011111	True	False	False	False	1.3125	9
00000000000100110000000001110111	False	True	False	False	1.3125	9
00000000000100110000000001111111	False	True	False	False	1.375	10
00000000000100110000000011111111	False	False	False	True	1.3125	11
00000000000100110000000100010011	False	True	False	False	1.1875	7
00000000000100110000000100010111	False	True	False	False	1.375	8
00000000000100110000000100011111	False	True	False	False	1.4375	9
00000000000100110000000100110011	False	True	False	False	1.25	8
00000000000100110000000100110111	False	True	False	False	1.4375	9
00000000000100110000000100111111	False	True	False	False	1.5	10
00000000000100110000000101010111	False	True	False	False	1.4375	9
00000000000100110000000101011111	False	True	False	False	1.5	10
00000000000100110000000101110111	False	True	False	False	1.5	10
00000000000100110000000101111111	False	True	False	False	1.5625	11
00000000000100110000000111111111	False	True	False	False	1.5	12
00000000000100110000001100010011	False	True	False	False	1.25	8
00000000000100110000001100010111	False	True	False	False	1.4375	9
00000000000100110000001100011111	False	True	False	False	1.5	10
00000000000100110000001100110011	False	True	False	False	1.3125	9
00000000000100110000001100110111	False	True	False	False	1.5	10
00000000000100110000001100111111	False	True	False	False	1.5625	11
00000000000100110000001101010111	False	True	False	False	1.5	10
00000000000100110000001101011111	False	True	False	False	1.5625	11
00000000000100110000001101110111	False	True	False	False	1.5625	11
00000000000100110000001101111111	False	True	False	False	1.625	12
00000000000100110000001111111111	False	True	False	False	1.5625	13
00000000000100110000010100010111	False	True	False	False	1.4375	9
00000000000100110000010100011111	False	True	False	False	1.5	10
00000000000100110000010100110111	False	True	False	False	1.5	10
00000000000100110000010100111111	False	True	False	False	1.5625	11
00000000000100110000010101010111	False	True	False	False	1.5	10
00000000000100110000010101011111	False	True	False	False	1.5625	11
00000000000100110000010101110111	False	True	False	False	1.5625	11
00000000000100110000010101111111	False	True	False	False	1.625	12
00000000000100110000010111111111	False	True	False	False	1.5625	13
00000000000100110000011100010111	False	True	False	False	1.5	10
00000000000100110000011100011111	False	True	False	False	1.5625	11
00000000000100110000011100110111	False	True	False	False	1.5625	11
00000000000100110000011100111111	False	True	False	False	1.625	12
00000000000100110000011101010111	False	True	False	False	1.5625	11
00000000000100110000011101011111	False	True	False	False	1.625	12
00000000000100110000011101110111	False	True	False	False	1.625	12
00000000000100110000011101111111	False	True	False	False	1.6875	13
00000000000100110000011111111111	False	True	False	False	1.625	14
00000000000100110000111100011111	False	True	False	False	1.5	12
00000000000100110000111100111111	False	True	False	False	1.5625	13
00000000000100110000111101011111	False	True	False	False	1.5625	13
00000000000100110000111101111111	False	True	False	False	1.625	14
00000000000100110000111111111111	False	True	False	False	1.5625	15
00000000000100110001000100010011	False	True	False	False	1.25	8
00000000000100110001000100010111	False	True	False	False	1.4375	9
00000000000100110001000100011111	False	True	False	False	1.5	10
00000000000100110001000100110011	False	True	False	False	1.3125	9
00000000000100110001000100110111	False	True	False	False	1.5	10
00000000000100110001000100111111	False	True	False	False	1.5625	11
00000000000100110001000101010111	False	True	False	False	1.5	10
00000000000100110001000101011111	False	True	False	False	1.5625	11
00000000000100110001000101110111	False	True	False	False	1.5625	11
00000000000100110001000101111111	False	True	False	False	1.625	12
00000000000100110001000111111111	False	True	False	False	1.5625	13
00000000000100110001001100010011	True	False	False	False	1.3125	9
00000000000100110001001100010111	False	True	False	False	1.5	10
00000000000100110001001100011111	False	True	False	False	1.5625	11
00000000000100110001001100110011	False	True	False	False	1.375	10
00000000000100110001001100110111	False	True	False	False	1.5625	11
00000000000100110001001100111111	False	True	False	False	1.625	12
00000000000100110001001101010111	False	True	False	False	1.5625	11
00000000000100110001001101011111	False	True	False	False	1.625	12
00000000000100110001001101110111	False	True	False	False	1.625	12
00000000000100110001001101111111	False	True	False	False	1.6875	13
00000000000100110001001111111111	False	True	False	False	1.625	14
00000000000100110001010100010111	False	True	False	False	1.5	10
00000000000100110001010100011111	False	True	False	False	1.5625	11
00000000000100110001010100110111	False	True	False	False	1.5625	11
00000000000100110001010100111111	False	True	False	False	1.625	12
00000000000100110001010101010111	False	True	False	False	1.5625	11
00000000000100110001010101011111	False	True	False	False	1.625	12
00000000000100110001010101110111	False	True	False	False	1.625	12
00000000000100110001010101111111	False	True	False	False	1.6875	13
00000000000100110001010111111111	False	True	False	False	1.625	14
00000000000100110001011100010111	False	True	False	False	1.5625	11
00000000000100110001011100011111	False	True	False	False	1.625	12
00000000000100110001011100110111	False	True	False	False	1.625	12
00000000000100110001011100111111	False	True	False	False	1.6875	13
00000000000100110001011101010111	False	True	False	False	1.625	12
00000000000100110001011101011111	False	True	False	False	1.6875	13
00000000000100110001011101110111	False	True	False	False	1.6875	13
00000000000100110001011101111111	False	True	False	False	1.75	14
00000000000100110001011111111111	False	True	False	False	1.6875	15
00000000000100110001111100011111	False	True	False	False	1.5625	13
00000000000100110001111100111111	False	True	False	False	1.625	14
00000000000100110001111101011111	False	True	False	False	1.625	14
00000000000100110001111101111111	False	True	False	False	1.6875	15
00000000000100110001111111111111	False	True	False	False	1.625	16
00000000000100110011001100110011	False	False	False	True	1.3125	11
00000000000100110011001100110111	False	True	False	False	1.5	12
00000000000100110011001100111111	False	True	False	False	1.5625	13
00000000000100110011001101110111	False	True	False	False	1.5625	13
00000000000100110011001101111111	False	True	False	False	1.625	14
00000000000100110011001111111111	False	True	False	False	1.5625	15
00000000000100110011011100110111	False	True	False	False	1.5625	13
00000000000100110011011100111111	False	True	False	False	1.625	14
00000000000100110011011101110111	False	True	False	False	1.625	14
00000000000100110011011101111111	False	True	False	False	1.6875	15
00000000000100110011011111111111	False	True	False	False	1.625	16
00000000000100110011111100111111	False	True	False	False	1.5625	15
00000000000100110011111101111111	False	True	False	False	1.625	16
00000000000100110011111111111111	False	True	False	False	1.5625	17
00000000000100110101010101010111	False	True	False	False	1.5	12
00000000000100110101010101011111	False	True	False	False	1.5625	13
00000000000100110101010101110111	False	True	False	False	1.5625	13
00000000000100110101010101111111	False	True	False	False	1.625	14
00000000000100110101010111111111	False	True	False	False	1.5625	15
00000000000100110101011101010111	False	True	False	False	1.5625	13
00000000000100110101011101011111	False	True	False	False	1.625	14
00000000000100110101011101110111	False	True	False	False	1.625	14
00000000000100110101011101111111	False	True	False	False	1.6875	15
00000000000100110101011111111111	False	True	False	False	1.625	16
00000000000100110101111101011111	True	False	False	False	1.5625	15
00000000000100110101111101111111	False	True	False	False	1.625	16
00000000000100110101111111111111	False	True	False	False	1.5625	17
00000000000100110111011101110111	False	True	False	False	1.5625	15
00000000000100110111011101111111	False	True	False	False	1.625	16
00000000000100110111011111111111	False	True	False	False	1.5625	17
00000000000100110111111101111111	False	True	False	False	1.5625	17
00000000000100110111111111111111	False	True	False	False	1.5	18
00000000000100111111111111111111	False	False	False	True	1.3125	19
00000000000101010000000000010101	False	False	True	False	1.0	6
00000000000101010000000000010111	False	True	False	False	1.1875	7
00000000000101010000000000011111	False	True	False	False	1.25	8
00000000000101010000000000110111	False	True	False	False	1.25	8
00000000000101010000000000111111	True	False	False	False	1.3125	9
00000000000101010000000001010101	False	False	False	True	1.0625	7
00000000000101010000000001010111	False	True	False	False	1.25	8
00000000000101010000000001011111	False	True	False	False	1.3125	9
00000000000101010000000001110111	False	True	False	False	1.3125	9
00000000000101010000000001111111	False	True	False	False	1.375	10
00000000000101010000000011111111	False	False	False	True	1.3125	11
00000000000101010000000100010101	False	True	False	False	1.1875	7
00000000000101010000000100010111	False	True	False	False	1.375	8
00000000000101010000000100011111	False	True	False	False	1.4375	9
00000000000101010000000100110111	False	True	False	False	1.4375	9
00000000000101010000000100111111	False	True	False	False	1.5	10
00000000000101010000000101010101	False	True	False	False	1.25	8
00000000000101010000000101010111	False	True	False	False	1.4375	9
00000000000101010000000101011111	False	True	False	False	1.5	10
00000000000101010000000101110111	False	True	False	False	1.5	10
00000000000101010000000101111111	False	True	False	False	1.5625	11
00000000000101010000000111111111	False	True	False	False	1.5	12
00000000000101010000001100010111	False	True	False	False	1.4375	9
00000000000101010000001100011111	False	True	False	False	1.5	10
00000000000101010000001100110111	False	True	False	False	1.5	10
00000000000101010000001100111111	False	True	False	False	1.5625	11
00000000000101010000001101010111	False	True	False	False	1.5	10
00000000000101010000001101011111	False	True	False	False	1.5625	11
00000000000101010000001101110111	False	True	False	False	1.5625	11
00000000000101010000001101111111	False	True	False	False	1.625	12
00000000000101010000001111111111	False	True	False	False	1.5625	13
00000000000101010000010100010101	False	True	False	False	1.25	8
00000000000101010000010100010111	False	True	False	False	1.4375	9
00000000000101010000010100011111	False	True	False	False	1.5	10
00000000000101010000010100110111	False	True	False	False	1.5	10
00000000000101010000010100111111	False	True	False	False	1.5625	11
00000000000101010000010101010101	False	True	False	False	1.3125	9
00000000000101010000010101010111	False	True	False	False	1.5	10
00000000000101010000010101011111	False	True	False	False	1.5625	11
00000000000101010000010101110111	False	True	False	False	1.5625	11
00000000000101010000010101111111	False	True	False	False	1.625	12
00000000000101010000010111111111	False	True	False	False	1.5625	13
00000000000101010000011100010111	False	True	False	False	1.5	10
00000000000101010000011100011111	False	True	False	False	1.5625	11
00000000000101010000011100110111	False	True	False	False	1.5625	11
00000000000101010000011100111111	False	True	False	False	1.625	12
00000000000101010000011101010111	False	True	False	False	1.5625	11
00000000000101010000011101011111	False	True	False	False	1.625	12
00000000000101010000011101110111	False	True	False	False	1.625	12
00000000000101010000011101111111	False	True	False	False	1.6875	13
00000000000101010000011111111111	False	True	False	False	1.625	14
00000000000101010000111100011111	False	True	False	False	1.5	12
00000000000101010000111100111111	False	True	False	False	1.5625	13
00000000000101010000111101011111	False	True	False	False	1.5625	13
00000000000101010000111101111111	False	True	False	False	1.625	14
00000000000101010000111111111111	False	True	False	False	1.5625	15
00000000000101010001000100010101	False	True	False	False	1.25	8
00000000000101010001000100010111	False	True	False	False	1.4375	9
00000000000101010001000100011111	False	True	False	False	1.5	10
00000000000101010001000100110111	False	True	False	False	1.5	10
00000000000101010001000100111111	False	True	False	False	1.5625	11
00000000000101010001000101010101	False	True	False	False	1.3125	9
00000000000101010001000101010111	False	True	False	False	1.5	10
00000000000101010001000101011111	False	True	False	False	1.5625	11
00000000000101010001000101110111	False	True	False	False	1.5625	11
00000000000101010001000101111111	False	True	False	False	1.625	12
00000000000101010001000111111111	False	True	False	False	1.5625	13
00000000000101010001001100010111	False	True	False	False	1.5	10
00000000000101010001001100011111	False	True	False	False	1.5625	11
00000000000101010001001100110111	False	True	False	False	1.5625	11
00000000000101010001001100111111	False	True	False	False	1.625	12
00000000000101010001001101010111	False	True	False	False	1.5625	11
00000000000101010001001101011111	False	True	False	False	1.625	12
00000000000101010001001101110111	False	True	False	False	1.625	12
00000000000101010001001101111111	False	True	False	False	1.6875	13
00000000000101010001001111111111	False	True	False	False	1.625	14
00000000000101010001010100010101	True	False	False	False	1.3125	9
00000000000101010001010100010111	False	True	False	False	1.5	10
00000000000101010001010100011111	False	True	False	False	1.5625	11
00000000000101010001010100110111	False	True	False	False	1.5625	11
00000000000101010001010100111111	False	True	False	False	1.625	12
00000000000101010001010101010101	False	True	False	False	1.375	10
00000000000101010001010101010111	False	True	False	False	1.5625	11
00000000000101010001010101011111	False	True	False	False	1.625	12
00000000000101010001010101110111	False	True	False	False	1.625	12
00000000000101010001010101111111	False	True	False	False	1.6875	13
00000000000101010001010111111111	False	True	False	False	1.625	14
00000000000101010001011100010111	False	True	False	False	1.5625	11
00000000000101010001011100011111	False	True	False	False	1.625	12
00000000000101010001011100110111	False	True	False	False	1.625	12
00000000000101010001011100111111	False	True	False	False	1.6875	13
00000000000101010001011101010111	False	True	False	False	1.625	12
00000000000101010001011101011111	False	True	False	False	1.6875	13
00000000000101010001011101110111	False	True	False	False	1.6875	13
00000000000101010001011101111111	False	True	False	False	1.75	14
00000000000101010001011111111111	False	True	False	False	1.6875	15
00000000000101010001111100011111	False	True	False	False	1.5625	13
00000000000101010001111100111111	False	True	False	False	1.625	14
00000000000101010001111101011111	False	True	False	False	1.625	14
00000000000101010001111101111111	False	True	False	False	1.6875	15
00000000000101010001111111111111	False	True	False	False	1.625	16
00000000000101010011001100110111	False	True	False	False	1.5	12
00000000000101010011001100111111	False	True	False	False	1.5625	13
00000000000101010011001101110111	False	True	False	False	1.5625	13
00000000000101010011001101111111	False	True	False	False	1.625	14
00000000000101010011001111111111	False	True	False	False	1.5625	15
00000000000101010011011100110111	False	True	False	False	1.5625	13
00000000000101010011011100111111	False	True	False	False	1.625	14
00000000000101010011011101110111	False	True	False	False	1.625	14
00000000000101010011011101111111	False	True	False	False	1.6875	15
00000000000101010011011111111111	False	True	False	False	1.625	16
00000000000101010011111100111111	True	False	False	False	1.5625	15
00000000000101010011111101111111	False	True	False	False	1.625	16
00000000000101010011111111111111	False	True	False	False	1.5625	17
00000000000101010101010101010101	False	False	False	True	1.3125	11
00000000000101010101010101010111	False	True	False	False	1.5	12
00000000000101010101010101011111	False	True	False	False	1.5625	13
00000000000101010101010101110111	False	True	False	False	1.5625	13
00000000000101010101010101111111	False	True	False	False	1.625	14
00000000000101010101010111111111	False	True	False	False	1.5625	15
00000000000101010101011101010111	False	True	False	False	1.5625	13
00000000000101010101011101011111	False	True	False	False	1.625	14
00000000000101010101011101110111	False	True	False	False	1.625	14
00000000000101010101011101111111	False	True	False	False	1.6875	15
00000000000101010101011111111111	False	True	False	False	1.625	16
00000000000101010101111101011111	False	True	False	False	1.5625	15
00000000000101010101111101111111	False	True	False	False	1.625	16
00000000000101010101111111111111	False	True	False	False	1.5625	17
00000000000101010111011101110111	False	True	False	False	1.5625	15
00000000000101010111011101111111	False	True	False	False	1.625	16
00000000000101010111011111111111	False	True	False	False	1.5625	17
00000000000101010111111101111111	False	True	False	False	1.5625	17
00000000000101010111111111111111	False	True	False	False	1.5	18
00000000000101011111111111111111	False	False	False	True	1.3125	19
00000000000101110000000000010111	False	False	True	False	1.25	8
00000000000101110000000000011111	False	True	False	False	1.3125	9
00000000000101110000000000110111	False	True	False	False	1.3125	9
00000000000101110000000000111111	False	True	False	False	1.375	10
00000000000101110000000001010111	False	True	False	False	1.3125	9
00000000000101110000000001011111	False	True	False	False	1.375	10
00000000000101110000000001110111	False	True	False	False	1.375	10
00000000000101110000000001111111	False	True	False	False	1.4375	11
00000000000101110000000011111111	False	True	False	False	1.375	12
00000000000101110000000100010111	False	True	False	False	1.4375	9
00000000000101110000000100011111	False	True	False	False	1.5	10
00000000000101110000000100110111	False	True	False	False	1.5	10
00000000000101110000000100111111	False	True	False	False	1.5625	11
00000000000101110000000101010111	False	True	False	False	1.5	10
00000000000101110000000101011111	False	True	False	False	1.5625	11
00000000000101110000000101110111	False	True	False	False	1.5625	11
00000000000101110000000101111111	False	True	False	False	1.625	12
00000000000101110000000111111111	False	True	False	False	1.5625	13
00000000000101110000001100010111	False	True	False	False	1.5	10
00000000000101110000001100011111	False	True	False	False	1.5625	11
00000000000101110000001100110111	False	True	False	False	1.5625	11
00000000000101110000001100111111	False	True	False	False	1.625	12
00000000000101110000001101010111	False	True	False	False	1.5625	11
00000000000101110000001101011111	False	True	False	False	1.625	12
00000000000101110000001101110111	False	True	False	False	1.625	12
00000000000101110000001101111111	False	True	False	False	1.6875	13
00000000000101110000001111111111	False	True	False	False	1.625	14
00000000000101110000010100010111	False	True	False	False	1.5	10
00000000000101110000010100011111	False	True	False	False	1.5625	11
00000000000101110000010100110111	False	True	False	False	1.5625	11
00000000000101110000010100111111	False	True	False	False	1.625	12
00000000000101110000010101010111	False	True	False	False	1.5625	11
00000000000101110000010101011111	False	True	False	False	1.625	12
00000000000101110000010101110111	False	True	False	False	1.625	12
00000000000101110000010101111111	False	True	False	False	1.6875	13
00000000000101110000010111111111	False	True	False	False	1.625	14
00000000000101110000011100010111	False	True	False	False	1.5625	11
00000000000101110000011100011111	False	True	False	False	1.625	12
00000000000101110000011100110111	False	True	False	False	1.625	12
00000000000101110000011100111111	False	True	False	False	1.6875	13
00000000000101110000011101010111	False	True	False	False	1.625	12
00000000000101110000011101011111	False	True	False	False	1.6875	13
