all_UFs	non-NCF RoF	non-RoF EUF	IEF	NCF	avg_sen	bias
00000000000000010001011101111111	False	True	False	False	1.625	12
00000000000000010001011111111111	False	True	False	False	1.5625	13
00000000000000010001111100011111	False	True	False	False	1.4375	11
00000000000000010001111100111111	False	True	False	False	1.5	12
00000000000000010001111101011111	False	True	False	False	1.5	12
00000000000000010001111101111111	False	True	False	False	1.5625	13
00000000000000010001111111111111	False	True	False	False	1.5	14
00000000000000010011001100110011	False	False	False	True	1.1875	9
00000000000000010011001100110111	False	True	False	False	1.375	10
00000000000000010011001100111111	False	True	False	False	1.4375	11
00000000000000010011001101110111	False	True	False	False	1.4375	11
00000000000000010011001101111111	False	True	False	False	1.5	12
00000000000000010011001111111111	False	True	False	False	1.4375	13
00000000000000010011011100110111	False	True	False	False	1.4375	11
00000000000000010011011100111111	False	True	False	False	1.5	12
00000000000000010011011101110111	False	True	False	False	1.5	12
00000000000000010011011101111111	False	True	False	False	1.5625	13
00000000000000010011011111111111	False	True	False	False	1.5	14
00000000000000010011111100111111	False	True	False	False	1.4375	13
00000000000000010011111101111111	False	True	False	False	1.5	14
00000000000000010011111111111111	False	True	False	False	1.4375	15
00000000000000010101010101010101	False	False	False	True	1.1875	9
00000000000000010101010101010111	False	True	False	False	1.375	10
00000000000000010101010101011111	False	True	False	False	1.4375	11
00000000000000010101010101110111	False	True	False	False	1.4375	11
00000000000000010101010101111111	False	True	False	False	1.5	12
00000000000000010101010111111111	False	True	False	False	1.4375	13
00000000000000010101011101010111	False	True	False	False	1.4375	11
00000000000000010101011101011111	False	True	False	False	1.5	12
00000000000000010101011101110111	False	True	False	False	1.5	12
00000000000000010101011101111111	False	True	False	False	1.5625	13
00000000000000010101011111111111	False	True	False	False	1.5	14
00000000000000010101111101011111	False	True	False	False	1.4375	13
00000000000000010101111101111111	False	True	False	False	1.5	14
00000000000000010101111111111111	False	True	False	False	1.4375	15
00000000000000010111011101110111	False	True	False	False	1.4375	13
00000000000000010111011101111111	False	True	False	False	1.5	14
00000000000000010111011111111111	False	True	False	False	1.4375	15
00000000000000010111111101111111	False	True	False	False	1.4375	15
00000000000000010111111111111111	False	True	False	False	1.375	16
00000000000000011111111111111111	False	False	False	True	1.1875	17
00000000000000110000000000000011	False	False	True	False	0.75	4
00000000000000110000000000000111	False	False	False	True	0.9375	5
00000000000000110000000000001111	False	False	True	False	1.0	6
00000000000000110000000000010011	False	False	False	True	0.9375	5
00000000000000110000000000010111	False	True	False	False	1.125	6
00000000000000110000000000011111	False	True	False	False	1.1875	7
00000000000000110000000000110011	False	False	True	False	1.0	6
00000000000000110000000000110111	False	True	False	False	1.1875	7
00000000000000110000000000111111	False	False	True	False	1.25	8
00000000000000110000000001010111	True	False	False	False	1.1875	7
00000000000000110000000001011111	False	True	False	False	1.25	8
00000000000000110000000001110111	False	True	False	False	1.25	8
00000000000000110000000001111111	False	True	False	False	1.3125	9
00000000000000110000000011111111	False	False	True	False	1.25	10
00000000000000110000000100000011	False	False	False	True	0.9375	5
00000000000000110000000100000111	False	True	False	False	1.125	6
00000000000000110000000100001111	False	True	False	False	1.1875	7
00000000000000110000000100010011	False	True	False	False	1.125	6
00000000000000110000000100010111	False	True	False	False	1.3125	7
00000000000000110000000100011111	False	True	False	False	1.375	8
00000000000000110000000100110011	False	True	False	False	1.1875	7
00000000000000110000000100110111	False	True	False	False	1.375	8
00000000000000110000000100111111	False	True	False	False	1.4375	9
00000000000000110000000101010111	False	True	False	False	1.375	8
00000000000000110000000101011111	False	True	False	False	1.4375	9
00000000000000110000000101110111	False	True	False	False	1.4375	9
00000000000000110000000101111111	False	True	False	False	1.5	10
00000000000000110000000111111111	False	True	False	False	1.4375	11
00000000000000110000001100000011	False	False	True	False	1.0	6
00000000000000110000001100000111	False	True	False	False	1.1875	7
00000000000000110000001100001111	False	False	True	False	1.25	8
00000000000000110000001100010011	False	True	False	False	1.1875	7
00000000000000110000001100010111	False	True	False	False	1.375	8
00000000000000110000001100011111	False	True	False	False	1.4375	9
00000000000000110000001100110011	False	False	True	False	1.25	8
00000000000000110000001100110111	False	True	False	False	1.4375	9
00000000000000110000001100111111	False	False	True	False	1.5	10
00000000000000110000001101010111	False	True	False	False	1.4375	9
00000000000000110000001101011111	False	True	False	False	1.5	10
00000000000000110000001101110111	False	True	False	False	1.5	10
00000000000000110000001101111111	False	True	False	False	1.5625	11
00000000000000110000001111111111	False	False	True	False	1.5	12
00000000000000110000010100000111	True	False	False	False	1.1875	7
00000000000000110000010100001111	False	True	False	False	1.25	8
00000000000000110000010100010111	False	True	False	False	1.375	8
00000000000000110000010100011111	False	True	False	False	1.4375	9
00000000000000110000010100110111	False	True	False	False	1.4375	9
00000000000000110000010100111111	False	True	False	False	1.5	10
00000000000000110000010101010111	False	True	False	False	1.4375	9
00000000000000110000010101011111	False	True	False	False	1.5	10
00000000000000110000010101110111	False	True	False	False	1.5	10
00000000000000110000010101111111	False	True	False	False	1.5625	11
00000000000000110000010111111111	False	True	False	False	1.5	12
00000000000000110000011100000111	False	True	False	False	1.25	8
00000000000000110000011100001111	False	True	False	False	1.3125	9
00000000000000110000011100010111	False	True	False	False	1.4375	9
00000000000000110000011100011111	False	True	False	False	1.5	10
00000000000000110000011100110111	False	True	False	False	1.5	10
00000000000000110000011100111111	False	True	False	False	1.5625	11
00000000000000110000011101010111	False	True	False	False	1.5	10
00000000000000110000011101011111	False	True	False	False	1.5625	11
00000000000000110000011101110111	False	True	False	False	1.5625	11
00000000000000110000011101111111	False	True	False	False	1.625	12
00000000000000110000011111111111	False	True	False	False	1.5625	13
00000000000000110000111100001111	False	False	True	False	1.25	10
00000000000000110000111100011111	False	True	False	False	1.4375	11
00000000000000110000111100111111	False	False	True	False	1.5	12
00000000000000110000111101011111	False	True	False	False	1.5	12
00000000000000110000111101111111	False	True	False	False	1.5625	13
00000000000000110000111111111111	False	False	True	False	1.5	14
00000000000000110001000100010011	True	False	False	False	1.1875	7
00000000000000110001000100010111	False	True	False	False	1.375	8
00000000000000110001000100011111	False	True	False	False	1.4375	9
00000000000000110001000100110011	False	True	False	False	1.25	8
00000000000000110001000100110111	False	True	False	False	1.4375	9
00000000000000110001000100111111	False	True	False	False	1.5	10
00000000000000110001000101010111	False	True	False	False	1.4375	9
00000000000000110001000101011111	False	True	False	False	1.5	10
00000000000000110001000101110111	False	True	False	False	1.5	10
00000000000000110001000101111111	False	True	False	False	1.5625	11
00000000000000110001000111111111	False	True	False	False	1.5	12
00000000000000110001001100010011	False	True	False	False	1.25	8
00000000000000110001001100010111	False	True	False	False	1.4375	9
00000000000000110001001100011111	False	True	False	False	1.5	10
00000000000000110001001100110011	False	True	False	False	1.3125	9
00000000000000110001001100110111	False	True	False	False	1.5	10
00000000000000110001001100111111	False	True	False	False	1.5625	11
00000000000000110001001101010111	False	True	False	False	1.5	10
00000000000000110001001101011111	False	True	False	False	1.5625	11
00000000000000110001001101110111	False	True	False	False	1.5625	11
00000000000000110001001101111111	False	True	False	False	1.625	12
00000000000000110001001111111111	False	True	False	False	1.5625	13
00000000000000110001010100010111	False	True	False	False	1.4375	9
00000000000000110001010100011111	False	True	False	False	1.5	10
00000000000000110001010100110111	False	True	False	False	1.5	10
00000000000000110001010100111111	False	True	False	False	1.5625	11
00000000000000110001010101010111	False	True	False	False	1.5	10
00000000000000110001010101011111	False	True	False	False	1.5625	11
00000000000000110001010101110111	False	True	False	False	1.5625	11
00000000000000110001010101111111	False	True	False	False	1.625	12
00000000000000110001010111111111	False	True	False	False	1.5625	13
00000000000000110001011100010111	False	True	False	False	1.5	10
00000000000000110001011100011111	False	True	False	False	1.5625	11
00000000000000110001011100110111	False	True	False	False	1.5625	11
00000000000000110001011100111111	False	True	False	False	1.625	12
00000000000000110001011101010111	False	True	False	False	1.5625	11
00000000000000110001011101011111	False	True	False	False	1.625	12
00000000000000110001011101110111	False	True	False	False	1.625	12
00000000000000110001011101111111	False	True	False	False	1.6875	13
00000000000000110001011111111111	False	True	False	False	1.625	14
00000000000000110001111100011111	False	True	False	False	1.5	12
00000000000000110001111100111111	False	True	False	False	1.5625	13
00000000000000110001111101011111	False	True	False	False	1.5625	13
00000000000000110001111101111111	False	True	False	False	1.625	14
00000000000000110001111111111111	False	True	False	False	1.5625	15
00000000000000110011001100110011	False	False	True	False	1.25	10
00000000000000110011001100110111	False	True	False	False	1.4375	11
00000000000000110011001100111111	False	False	True	False	1.5	12
00000000000000110011001101110111	False	True	False	False	1.5	12
00000000000000110011001101111111	False	True	False	False	1.5625	13
00000000000000110011001111111111	False	False	True	False	1.5	14
00000000000000110011011100110111	False	True	False	False	1.5	12
00000000000000110011011100111111	False	True	False	False	1.5625	13
00000000000000110011011101110111	False	True	False	False	1.5625	13
00000000000000110011011101111111	False	True	False	False	1.625	14
00000000000000110011011111111111	False	True	False	False	1.5625	15
00000000000000110011111100111111	False	False	True	False	1.5	14
00000000000000110011111101111111	False	True	False	False	1.5625	15
00000000000000110011111111111111	False	False	True	False	1.5	16
00000000000000110101010101010111	True	False	False	False	1.4375	11
00000000000000110101010101011111	False	True	False	False	1.5	12
00000000000000110101010101110111	False	True	False	False	1.5	12
00000000000000110101010101111111	False	True	False	False	1.5625	13
00000000000000110101010111111111	False	True	False	False	1.5	14
00000000000000110101011101010111	False	True	False	False	1.5	12
00000000000000110101011101011111	False	True	False	False	1.5625	13
00000000000000110101011101110111	False	True	False	False	1.5625	13
00000000000000110101011101111111	False	True	False	False	1.625	14
00000000000000110101011111111111	False	True	False	False	1.5625	15
00000000000000110101111101011111	False	True	False	False	1.5	14
00000000000000110101111101111111	False	True	False	False	1.5625	15
00000000000000110101111111111111	False	True	False	False	1.5	16
00000000000000110111011101110111	False	True	False	False	1.5	14
00000000000000110111011101111111	False	True	False	False	1.5625	15
00000000000000110111011111111111	False	True	False	False	1.5	16
00000000000000110111111101111111	False	True	False	False	1.5	16
00000000000000110111111111111111	False	True	False	False	1.4375	17
00000000000000111111111111111111	False	False	True	False	1.25	18
00000000000001010000000000000101	False	False	True	False	0.75	4
00000000000001010000000000000111	False	False	False	True	0.9375	5
00000000000001010000000000001111	False	False	True	False	1.0	6
00000000000001010000000000010101	False	False	False	True	0.9375	5
00000000000001010000000000010111	False	True	False	False	1.125	6
00000000000001010000000000011111	False	True	False	False	1.1875	7
00000000000001010000000000110111	True	False	False	False	1.1875	7
00000000000001010000000000111111	False	True	False	False	1.25	8
00000000000001010000000001010101	False	False	True	False	1.0	6
00000000000001010000000001010111	False	True	False	False	1.1875	7
00000000000001010000000001011111	False	False	True	False	1.25	8
00000000000001010000000001110111	False	True	False	False	1.25	8
00000000000001010000000001111111	False	True	False	False	1.3125	9
00000000000001010000000011111111	False	False	True	False	1.25	10
00000000000001010000000100000101	False	False	False	True	0.9375	5
00000000000001010000000100000111	False	True	False	False	1.125	6
00000000000001010000000100001111	False	True	False	False	1.1875	7
00000000000001010000000100010101	False	True	False	False	1.125	6
00000000000001010000000100010111	False	True	False	False	1.3125	7
00000000000001010000000100011111	False	True	False	False	1.375	8
00000000000001010000000100110111	False	True	False	False	1.375	8
00000000000001010000000100111111	False	True	False	False	1.4375	9
00000000000001010000000101010101	False	True	False	False	1.1875	7
00000000000001010000000101010111	False	True	False	False	1.375	8
00000000000001010000000101011111	False	True	False	False	1.4375	9
00000000000001010000000101110111	False	True	False	False	1.4375	9
00000000000001010000000101111111	False	True	False	False	1.5	10
00000000000001010000000111111111	False	True	False	False	1.4375	11
00000000000001010000001100000111	True	False	False	False	1.1875	7
00000000000001010000001100001111	False	True	False	False	1.25	8
00000000000001010000001100010111	False	True	False	False	1.375	8
00000000000001010000001100011111	False	True	False	False	1.4375	9
00000000000001010000001100110111	False	True	False	False	1.4375	9
00000000000001010000001100111111	False	True	False	False	1.5	10
00000000000001010000001101010111	False	True	False	False	1.4375	9
00000000000001010000001101011111	False	True	False	False	1.5	10
00000000000001010000001101110111	False	True	False	False	1.5	10
00000000000001010000001101111111	False	True	False	False	1.5625	11
00000000000001010000001111111111	False	True	False	False	1.5	12
00000000000001010000010100000101	False	False	True	False	1.0	6
00000000000001010000010100000111	False	True	False	False	1.1875	7
00000000000001010000010100001111	False	False	True	False	1.25	8
