RS_BOA	RS_SSP	RS_MFPT	RS_BTR	RS_SI
0.0	-0.2016149181943405	-8.156237032101184e-05	0.0	0.0
-2.639057329615259	-5.224018907166268	-0.0326784958725867	-2.639057329615259	-3.2
-0.4054651081081644	-0.4927942732051036	-9.525048503840697e-05	-0.4054651081081641	-0.4000000000000001
-2.602689685444384	-8.91403712889625	-0.0344262935116621	-2.6026896854443837	-3.2
-1.3862943611198906	-1.5771723121799517	-0.0007446443931999	-1.3862943611198908	-1.0
-2.602689685444384	-8.810903550072934	-0.032962321598552	-2.6026896854443837	-3.2
-1.791759469228055	-1.6471874783043687	-0.0008714512929659	-1.791759469228055	-1.0
-2.602689685444384	-9.21143283055956	-0.0344925965034903	-2.6026896854443837	-3.2
-0.6931471805599453	-0.5912006170557714	-0.0001063441215063	-0.6931471805599453	-0.4000000000000001
-2.5649493574615367	-5.892169328750736	-0.033206896972318	-2.5649493574615363	-3.0
-0.4054651081081644	-0.3415110774065389	-0.0001097762598132	-0.4054651081081643	0.0
-2.602689685444384	-8.838610462078236	-0.0341402941235078	-2.602689685444384	-3.0
-1.3862943611198906	-1.5559792196514408	-0.0005847894483546	-1.3862943611198908	-1.0
-2.602689685444384	-8.561173504115256	-0.0333232978951037	-2.602689685444384	-3.0
-1.791759469228055	-1.6769627993321277	-0.0007052248804122	-1.791759469228055	-1.0
-2.602689685444384	-9.155846507409631	-0.0342139283450572	-2.602689685444384	-3.0
-0.6931471805599453	-0.6150274807828998	-0.0001122032189898	-0.6931471805599453	-0.4000000000000001
-2.5649493574615367	-8.963157210299077	-0.0348096268933435	-2.5649493574615363	-3.0
-1.3862943611198906	-1.5677288199520976	-0.0005771967630792	-1.3862943611198908	-1.0
-2.5649493574615367	-8.931827415362983	-0.0340446324199292	-2.5649493574615363	-3.0
-1.791759469228055	-1.686115330958902	-0.0006984348352315	-1.791759469228055	-1.0
-2.5649493574615367	-9.25780935768142	-0.0348777953345362	-2.5649493574615363	-3.0
1.8971199848858813	6.613455814798645	0.0140405795835267	1.8971199848858813	1.8000000000000005
0.7985076962177716	2.5170217681449447	0.0090278345737975	0.7985076962177716	0.5999999999999999
2.079441541679836	6.891916485970183	0.0122991603975065	2.079441541679836	2.0
0.1335313926245225	0.3672178158336098	0.0004473439937555	0.1335313926245227	0.0
-0.9650808960435872	-4.108626581051456	-0.0172224641746936	-0.9650808960435872	-2.0
1.3862943611198906	5.725588853517039	0.0108735244858234	1.3862943611198908	1.6
-1.5686159179138452	-4.89470265948827	-0.0254031989543306	-1.5686159179138452	-1.7999999999999998
-0.4054651081081644	0.6259414494190864	0.0002794776217661	-0.4054651081081644	0.6000000000000002
-1.5686159179138452	-5.20201178049681	-0.0255280542421992	-1.5686159179138452	-1.7999999999999998
