RS_BOA	RS_SSP	RS_MFPT	RS_BTR	RS_SI
-0.4054651081081644	-1.0758744650640772	-0.0066399106685629	-0.4054651081081644	-0.3333333333333335
-0.3022808718729336	2.2371021490587486	0.0073843845320444	-0.3022808718729333	1.1111111111111112
1.3862943611198906	3.695168601369886	0.0086022024838778	1.3862943611198906	1.1111111111111112
1.3862943611198906	3.7360677808829448	0.0086372774539853	1.3862943611198906	1.1111111111111112
-0.3022808718729336	2.2369576632051533	0.0073840647956276	-0.3022808718729333	1.1111111111111112
1.3862943611198906	3.736080031146063	0.0086372835289877	1.3862943611198906	1.1111111111111112
0.4054651081081644	2.7875451609136794	0.0079141145216679	0.4054651081081644	1.1111111111111112
-0.3022808718729336	2.2368691212885308	0.0073839823667336	-0.3022808718729333	1.1111111111111112
1.3862943611198906	3.695595595979366	0.0086024448162382	1.3862943611198906	1.1111111111111112
-0.8472978603872037	-1.1355826738153916	-0.0068801533123143	-0.8472978603872036	-0.3333333333333335
-3.6635616461296463	-4.476877397477157	-0.0184447640820089	-3.6635616461296463	-2.0
-2.9444389791664403	-1.7778352727138629	-0.0141565108304281	-2.9444389791664403	-1.3333333333333337
-0.4054651081081644	-1.075886235097135	-0.0066400094939551	-0.4054651081081644	-0.3333333333333335
-0.8472978603872037	-1.13546050528813	-0.0068792245926391	-0.8472978603872036	-0.3333333333333335
0.4054651081081644	2.787376551216922	0.007913992108821	0.4054651081081644	1.1111111111111112
-0.8472978603872037	-1.1354716866684211	-0.0068792182745532	-0.8472978603872036	-0.3333333333333335
-1.3862943611198906	-3.887861191024916	-0.011570444435046	-1.386294361119891	-1.0
0.0	-1.2760892565682236	-0.0002600365544529	0.0	0.0
-0.3794896217049037	2.0867762299627866	0.0003507805919248	-0.3794896217049037	0.6666666666666667
1.0986122886681096	3.209955967575193	0.0004038480803755	1.0986122886681096	0.6666666666666667
1.0986122886681096	3.239689144508493	0.0004058436376405	1.0986122886681096	0.6666666666666667
-0.3794896217049037	2.0865662384065047	0.0003507305834659	-0.3794896217049037	0.6666666666666667
1.0986122886681096	3.2397024912526047	0.0004058440352128	1.0986122886681096	0.6666666666666667
0.5108256237659907	2.46978037920367	0.0003702058759109	0.5108256237659908	0.6666666666666667
-0.3794896217049037	2.086555496907948	0.0003507269679035	-0.3794896217049037	0.6666666666666667
1.0986122886681096	3.2102780893846603	0.0004038987986941	1.0986122886681096	0.6666666666666667
-0.5108256237659907	-1.3309772397403867	-0.0002684586992446	-0.5108256237659907	0.0
-3.4339872044851463	-4.072099038520983	-0.000635553897051	-3.4339872044851463	-1.6666666666666667
-2.70805020110221	-1.8614257604446136	-0.0004870529263955	-2.70805020110221	-1.0
0.0	-1.27609324903084	-0.0002600369655534	0.0	0.0
-0.5108256237659907	-1.3309485957309544	-0.0002684535378687	-0.5108256237659907	0.0
0.5108256237659907	2.469762987601299	0.0003702035468533	0.5108256237659908	0.6666666666666667
-0.5108256237659907	-1.3309442408116057	-0.0002684543316319	-0.5108256237659907	0.0
-1.0986122886681098	-3.5527266306667595	-0.0004300720976302	-1.0986122886681098	-0.6666666666666667
0.0	-1.275941682590399	-0.0002601054285198	0.0	0.0
-0.3794896217049037	2.0869523514232857	0.0003509402962362	-0.3794896217049037	0.6666666666666667
1.0986122886681096	3.209935279951296	0.0004039856242232	1.0986122886681096	0.6666666666666667
1.0986122886681096	3.239986545595875	0.0004060262522146	1.0986122886681096	0.6666666666666667
-0.3794896217049037	2.086599743455459	0.0003508475505439	-0.3794896217049037	0.6666666666666667
1.0986122886681096	3.24001215638722	0.0004060327880506	1.0986122886681096	0.6666666666666667
