RS_BOA	RS_SSP	RS_MFPT	RS_BTR	RS_SI
-1.0453677741492973	-0.8804441018897438	-0.0004849866241149	-1.0453677741492973	-0.6666666666666663
-1.625967214385311	-0.961123592306709	-0.0011164624949191	-1.625967214385311	-0.4444444444444442
-0.9808292530117262	-0.7564594237556482	-0.0003815799813748	-0.9808292530117264	-0.5555555555555554
-1.0453677741492973	-1.1411105332228109	-0.0007615846899299	-1.0453677741492973	-0.6666666666666663
-1.5926307941177191	-0.9592422952032472	-0.001073506393297	-1.5926307941177191	-0.4444444444444442
-1.1151415906193205	-0.7993761437956182	-0.0011331348831629	-1.11514159061932	-0.4444444444444442
-0.9808292530117262	-0.9593416062807566	-0.0005017040273122	-0.9808292530117264	-0.5555555555555554
-1.6739764335716716	-1.0491465910694726	-0.0006378284306951	-1.6739764335716716	-0.6666666666666663
-0.964022134695345	-0.7690248720679744	-0.000500770148467	-0.964022134695345	-0.4444444444444442
-0.9808292530117262	-1.0179368156121025	-0.000646657732369	-0.9808292530117264	-0.5555555555555554
-1.0453677741492973	-0.9322054425694092	-0.0005497950841134	-1.0453677741492973	-0.6666666666666663
-0.9808292530117262	-1.0039385736549145	-0.000533905225513	-0.9808292530117264	-0.5555555555555554
-1.3862943611198906	-1.045367215646822	-0.0006332484794485	-1.3862943611198906	-0.6666666666666663
-1.1631508098056809	-0.9830880158106536	-0.0006069328800514	-1.1631508098056809	-0.6666666666666663
-0.9808292530117262	-0.7971996580964322	-0.0004244064723021	-0.9808292530117264	-0.3333333333333332
-1.1631508098056809	-1.0035922252059597	-0.0006248192531942	-1.1631508098056809	-0.4444444444444442
-1.3217558399823195	-0.935296241361558	-0.0011376706154194	-1.3217558399823195	-0.4444444444444442
-0.9701339638949782	-0.783283979509565	-0.0008159752857181	-0.970133963894978	-0.2222222222222221
-0.9701339638949782	-0.7069015349986537	-0.0008215828304782	-0.970133963894978	-0.4444444444444442
-0.9808292530117262	-0.7859670352402536	-0.000420036631204	-0.9808292530117264	-0.3333333333333332
-0.9808292530117262	-0.968314266948818	-0.0004980725938459	-0.9808292530117264	-0.5555555555555554
-1.287854288306638	-0.9328493563336286	-0.0011038673633722	-1.287854288306638	-0.4444444444444442
-0.7884573603642702	-0.7510544926528299	-0.0007713338689154	-0.7884573603642703	-0.4444444444444442
-1.0818051703517284	-0.827161430618252	-0.0013159784258389	-1.0818051703517284	-0.1111111111111109
-0.8754687373538999	-0.7538175273019962	-0.0008816603699292	-0.8754687373539001	-0.4444444444444442
-1.1631508098056809	-0.9045469162118576	-0.0005217069305485	-1.1631508098056809	-0.6666666666666663
-0.916290731874155	-0.7476897684044832	-0.0010473105144772	-0.9162907318741546	-0.4444444444444442
-0.9808292530117262	-1.0039347029324597	-0.0005339131131499	-0.9808292530117264	-0.5555555555555554
-0.8472978603872037	-0.7823172977997861	-0.0006098027042147	-0.8472978603872037	-0.3333333333333331
-0.9808292530117262	-0.8299495351403042	-0.0004505286382633	-0.9808292530117264	-0.3333333333333332
-0.9808292530117262	-0.9964136746288113	-0.0005183796003038	-0.9808292530117264	-0.5555555555555554
-1.0018826622095585	-0.8564166618582512	-0.0004610120119531	-1.0018826622095585	-0.6666666666666663
-1.01160091167848	-0.8527165076819831	-0.0012083723916575	-1.01160091167848	-0.4444444444444442
-1.625967214385311	-0.9609930358927636	-0.0011018689250428	-1.6259672143853106	-0.4444444444444442
-0.964022134695345	-0.7982311794604254	-0.0005155570468575	-0.9640221346953448	-0.4444444444444442
-1.6739764335716716	-1.2806963401830898	-0.0009411589140915	-1.6739764335716716	-0.6666666666666663
-0.9808292530117262	-0.9736990655085492	-0.0005970104064692	-0.9808292530117264	-0.5555555555555554
-0.9973585549629368	-0.7521576216421446	-0.0007124766889303	-0.9973585549629368	-0.4444444444444442
-1.0818051703517284	-0.87058376613548	-0.0007814466598004	-1.0818051703517286	-0.4444444444444442
-0.9808292530117262	-0.8190954367934815	-0.0004179589182077	-0.9808292530117264	-0.3333333333333332
-1.0018826622095585	-0.9016275492005896	-0.0005317557255145	-1.0018826622095585	-0.4444444444444442
-0.8754687373538999	-0.7894354864342861	-0.0012600228877882	-0.8754687373539001	-0.2222222222222221
-0.9808292530117262	-1.0029380283523213	-0.0005390987187339	-0.9808292530117264	-0.5555555555555554
-0.9808292530117262	-0.7550436175077478	-0.0004056430021003	-0.9808292530117264	-0.5555555555555554
-0.9808292530117262	-0.9306451005550074	0.000258423447871	-0.9808292530117262	-0.4444444444444442
-1.0018826622095585	-0.8207277580130676	-0.0004452948879334	-1.0018826622095585	-0.6666666666666663
-1.0986122886681098	-0.7554502864212984	-0.001071094247592	-1.0986122886681098	-0.4444444444444442
-1.0986122886681098	-0.8624562149104738	-0.0012585139078085	-1.0986122886681098	-0.4444444444444442
-0.7884573603642702	-0.6438815325412841	-0.0012814493772485	-0.78845736036427	-0.1111111111111109
-1.3862943611198906	-1.0462778086174565	-0.0006743354781028	-1.3862943611198906	-0.6666666666666663
-1.0018826622095585	-0.8574236051604176	-0.0004802994486721	-1.0018826622095585	-0.6666666666666663
-1.2992829841302609	-0.8643490179360614	-0.00120928541466	-1.299282984130261	-0.4444444444444442
-1.0018826622095585	-0.8316670506706854	-0.0004580384338801	-1.0018826622095585	-0.6666666666666663
-0.9808292530117262	-0.6986981797401313	-0.0003604805953658	-0.9808292530117264	-0.5555555555555554
-0.9808292530117262	-0.728118843667179	-0.0003713407494381	-0.9808292530117264	-0.5555555555555554
-0.9808292530117262	-0.7566129081173726	-0.0003843465953388	-0.9808292530117264	-0.5555555555555554
-1.304948721665938	-0.9282880013361462	-0.0011217495320198	-1.304948721665938	-0.4444444444444442
-0.9808292530117262	-0.7867159154599861	-0.00039898520003	-0.9808292530117264	-0.3333333333333332
-0.9808292530117262	-0.7534559446121246	-0.0003802037243067	-0.9808292530117264	-0.5555555555555554
-1.6739764335716716	-1.0491208949319744	-0.0006402643396994	-1.6739764335716716	-0.6666666666666663
-1.0018826622095585	-0.9644126709727024	-0.0005800838764217	-1.0018826622095585	-0.4444444444444442
-0.9808292530117262	-0.9369537672819248	0.0002303865111824	-0.9808292530117262	-0.4444444444444442
-1.5926307941177191	-0.938760483537336	-0.0011267790841818	-1.5926307941177191	-0.4444444444444442
-1.0018826622095585	-0.955749559768523	-0.0005738615296514	-1.0018826622095585	-0.4444444444444442
-1.0018826622095585	-0.9100727192834576	-0.0005263084741837	-1.0018826622095585	-0.4444444444444442
-0.9808292530117262	-0.7686619893183788	-0.0005527265835066	-0.9808292530117262	-0.4444444444444442
-0.9808292530117262	-1.0022345164498896	-0.0006257449609416	-0.9808292530117264	-0.5555555555555554
-0.9808292530117262	-0.7536074042922325	-0.0003829282325452	-0.9808292530117264	-0.5555555555555554
-0.9808292530117262	-0.7982212208071936	-0.0004390515073265	-0.9808292530117264	-0.3333333333333332
-1.0018826622095585	-0.9105869693527462	-0.0005292967116438	-1.0018826622095585	-0.6666666666666663
-1.0018826622095585	-0.9089601353514092	-0.0004914085966441	-1.0018826622095585	-0.6666666666666663
-1.0018826622095585	-0.831157659620306	-0.0004510120246357	-1.0018826622095585	-0.6666666666666663
-0.9701339638949782	-0.7252110536977995	-0.0006647446933884	-0.970133963894978	-0.4444444444444442
-0.9808292530117262	-0.7003781314669858	-0.0003606279627247	-0.9808292530117264	-0.5555555555555554
-0.916290731874155	-0.8569099267380658	-0.0011780039519718	-0.916290731874155	-0.4444444444444442
-0.2876820724517809	-0.338205061902224	-0.0004822846090763	-0.287682072451781	-0.111111111111111
-0.8909729238898652	-0.4497607950163341	-0.0009536455436496	-0.8909729238898654	1.1102230246251563e-16
-0.2231435513142097	-0.1565729041877041	-0.0003037510533067	-0.2231435513142098	0.1111111111111112
-0.2876820724517809	-0.4329745081839841	-0.0008394290713904	-0.287682072451781	-0.111111111111111
-0.8649974374866045	-0.4269138546674366	-0.00083980601933	-0.8649974374866042	1.1102230246251563e-16
-0.4855078157817007	-0.2723640462332797	-0.0005640391613014	-0.4855078157817009	1.1102230246251563e-16
